nome_organizacao,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,descricao_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio
Esporte Sistemas,0,1,0,0,0,0,Desenvolvimento e comercialização de aplicativos para a área de saúde e fitness. O principal aplicativo é o Avaesporte.,"Educação, Gestão de negócios, Saúde",Nenhuma,"Escala (Nesta fase a EBT possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
Ctrl Saúde,0,1,0,0,0,0,Plataforma de compras inteligente para clínicas e consultórios médicos,Saúde,Chatbot e OCR,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico)
Ponto Sustentável,0,0,1,0,1,0,"Nosso objetivo é conectar quem quer fazer um descarte a uma pessoa ou instituição recebedora, para isso criamos o aplicativo Ponto Sustentável que já está disponível na Play store.","Cidades inteligentes, Gestão de resíduos, Reciclagem, Sustentabilidade",IOT (Internet das Coisas),"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Birthtech Dispositivos para a Saude Ltda,0,1,0,0,0,0,"A Birthtech oferece soluções disruptivas que ajudam os recém-nascidos a sobreviverem aos seus primeiros dias de vida. Através de tecnologias não invasivas, portáteis e de baixo custo, auxilia o profissional de saúde na tomada de decisões críticas para melhorar os cuidados neonatais e diminuir a mortalidade infantil.",Saúde,optoeletronica,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Reuso Recicla+,0,0,0,0,1,0,"Nosso modelo de negócio é B2B 
Disponibilizamos soluções eficazes que ajudam você, a sua empresa e os seus clientes a superar os desafios do consumo sustentável de forma prática e econômica. 
Nossa eficiente estrutura de gerenciamento de resíduos compreende desde a orientação para melhor utilização dos recursos disponíveis, até a captação, separação e destinação adequada dos mais variados tipos de resíduos. Nós também educamos sobre o descarte correto, sinalizamos de maneira clara as lixeiras, docas e contêineres e, por fim, certificamos toda a operação, entregando dashboards e relatórios acessíveis e interativos que comprovam os impactos positivos atrelados ao nosso serviço. Para empresas, desenvolvemos projetos específicos às necessidades e metas estabelecidas em temas de sustentabilidade como Compensação ambiental, Valorização de Resíduos, Coleta Seletiva, Selos de Sustentabilidade, Logística Reversa e Economia Circular
Oferecemos uma alternativa responsável e sustentável a praticas de gestão de resíduos. Nossa soluções garante o manuseio ideal de resíduos reduzindo o impacto ambiental, maximizando eficiência e gerando renda para famílias de catadores. Nestes 12 meses de REUSO, geramos impactos significativos na cidade. Implementamos nossa metodologia em mais 50 pontos de coleta, engajamos e treinamos em torno de 3500 pessoas etc. Somos uma startups que leva os pilares ambiental, social e de governança para dentro das empresas  a realizarem a melhor gestão e coleta seletiva com impacto socioambiental.  Em relação ao time, são pessoas com mais de 15 anos de experiencia em operações de gestão de resíduos
","Cidades inteligentes, Gestão de resíduos, Negócios sociais, Reciclagem, Sustentabilidade",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Global Braim,0,1,0,0,0,0,,,,
CAFEIN,1,0,0,0,0,0,"Somos uma plataforma para conectar produtores e beneficiadores de cafés especiais a consumidores. Em nosso aplicativo, os clientes poderão comprar seus cafés especiais diretamente dos produtores e receber em sua casa, gerando mais valor para ambos os lados.","Agronegócio, Tecnologia da informação",Big Data,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
IN8,0,1,0,1,0,0,"A IN8 é uma holding de tecnologia que atua em várias áreas. Possuímos uma Software House, um app de controle de ponto, uma sistema de milhas aéreas, um produto de saúde mental e uma agência de marketing digital. A IN8 preza sempre pelo foco em inovação, no bem estar dos funcionários, na qualidade e no tempo de entrega.","Gestão de negócios, Publicidade, Saúde, Tecnologia da informação, Turismo","Big Data, Machine Learning","Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)"
Farmacart,0,1,0,1,0,0,"Somos uma plataforma agregadora de informação de produtos de saúde e bem-estar, que permite as pessoas pesquisar, comparar, comprar e receber produtos farmacêuticos com base em critérios pessoais, incluindo preço, localização e disponibilidade. Além disso, promovemos uma comunidade de usuários que compartilham experiências, recursos e feedbacks sobre produtos, vivências pessoais, incentivando o autocuidado e a conscientização sobre a saúde através deste ecossistema transparente e competitivo.","Saúde, Vendas","Big Data, Deep Learning, Machine Learning, LLMs e Search Engines","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
IAS Soluções Tecnológicas,1,0,0,1,0,0,Soluções em Automação Industrial / Montagem de Painéis Elétricos,"Agronegócio, Construção, Energia, Entretenimento, Finanças, Alimentos, Gestão de negócios, Indústria 4.0, Cidades inteligentes",Automação Industrial,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Direto de Minas Marketplace,0,0,0,1,0,0,"Direto de Minas é uma plataforma de marketplace. Um Hub de negócios, marketing e fomento a cultura do Estado de Minas Gerais.","Alimentos, Indústria 4.0",marketplace,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
IDGeo,1,0,0,1,0,0,A IDGeo oferece soluções de gestão agrícola para aumentar a eficiência e lucratividade da sua lavoura.,Agronegócio,,
Nexti Soluções Inteligentes,1,0,0,1,0,0,A Nexti é HUB de Soluções Inovadoras de Inteligência que une a Tecnologia de Dados e Estratégia aplicada ao negócio de cada cliente para gerar maiores ganhos e reduzir riscos. Atuamos em todos os seguimentos de mercado.,"Publicidade, Agronegócio, Gestão de negócios, Indústria 4.0, Direito, Regulamentação e compliance","Big Data, Machine Learning, Realidade aumentada","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Cling Gestão,1,0,0,1,0,0,"Consultoria em tecnologia da informação, assessoria em software, programas de informática, atualmente com uma plataforma (Portal do Cliente) em expansão e alguns clientes testes 
","Agronegócio, Automóveis, Finanças, Mobilidade, Tecnologia da informação",Machine Learning,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
Campotech,1,0,0,1,1,0,"A organização tem por objetivo a fabricação de soluções em automação para o agronegócio, especificamente no pós colheita. Os resultados são, redução de gases nocivos ao meio ambiente, otimização no tempo de trabalho, preservação e valorização da qualidade do produto que está sendo processado e elevação no padrão de secagem. As ferramentas digitais também possibilitam uma gestão com eficiência e acompanhamento e análise de resultados.","Agronegócio, Indústria 4.0","IOT (Internet das Coisas), Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
72up,0,0,0,1,0,0,"Ajudamos o empreendedor tradicional a se conectar com soluções inovadoras de mercado. A 72Up aplica uma metodologia de diagnóstico buscando identificar as principais oportunidades de aumentos de receitas, otimização de processos e redução de custos nas 5 principais áreas da empresa, comercial, operação, administrativo, financeiro e pessoas. Através desse diagnóstico, buscamos por afinidade quais são as ferramentas e serviços estratégicos para o momento da empresa.","Gestão de negócios, Tecnologia da informação",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Banho Baby,0,1,0,0,0,0,"A Banho Baby proporciona aquecimento da água para banho infantil de maneira segura, prática, com exatidão na temperatura. Proporcionando economia de água e energia, além de evitar acidentes no manuseio da água e no banho do bebê.",Saúde,,1. Ideação
Locusprime,0,1,0,0,0,0,Somos uma healthtech focada em ajudar o profissional de saúde a empreender com segurança e facilidade,"Saúde, Direito",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
Salude Tecnologias,0,1,0,0,0,0,"Salude Tecnologias é uma industria de dispositivos eletrônicos para área da saúde e bem estar focada principalmente em desenvolver inovação por meio de tecnologias e utilizando de conceitos inteligentes para propor um preço acessível com qualidade.
Nosso primeiro produto lançado foi o uaiKeto um dispositivo capaz de auxiliar pessoas a descobrirem como seu metabolismo se comporta em uma dieta baixa em carboidratos. Obtivemos um ótimo resultado de vendas nos primeiros 6 meses, 185 peças vendidas.
Estamos lançando um segundo dispositivo que será aplicado em academias, uma forma de trazer tecnologia as academias hoje com aparelhagem pouco tecnológica.
Temos também mais 2 projetos abertos para se tornarem produtos ainda em 2020.","Saúde, Esporte",Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)"
MOOV,0,0,1,1,1,0,"O Moov traz o ideal da mobilidade como um serviço, sendo personalizado e customizado de acordo com a demanda do cliente. Consiste em uma plataforma de serviços com soluções para a mobilidade sustentável garantindo segurança e eficácia no transporte para que o cliente possa focar no core do seu negócio. Surgindo de dentro do Grupo CSC, empresa de mais de 40 anos de mercado de transporte e logística, o Moov une soluções tecnológicas com inteligência artificial para atender a dores atuais das empresas de transporte, seja no setor privado ou público. No atual momento, o Moov já está atuando e faturando no mercado através de projetos piloto, oferecendo solução de gestão de transporte sob demanda com compartilhamento e rotas seguras, solução de análises preventivas de manutenção e controle da segurança da frota, solução de treinamento, capacitação e desenvolvimento de funcionários (mecânicos, motoristas, sala de controle e demais áreas) com uso de gamificação, provas e certificações internas, e mais soluções para mercado.
Com o poder de parcerias e know-how do Grupo CSC e a inovação do Moov, foi possível validar propostas de valor dessa ideia e conseguir entregar valor ao cliente antes mesmo de ter toda a estrutura pronta. O projeto final do Moov é oferecer, através de um único software, um mix de soluções que são flexíveis (fáceis de configurar e desconfigurar) que o próprio cliente escolhe de acordo com sua necessidade. Facilidade para implantar e melhorias de forma rápida são pontos importantes do Moov.","Automóveis, Cidades inteligentes, Logística, Mobilidade, Segurança, Sustentabilidade","IOT (Internet das Coisas), Machine Learning","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)"
